drug_cui|name
C0030092|oxytetracycline
C2933904|1,5-anhydro-1-(5-(4-ethoxybenzyl)-2-methoxy-4-methylphenyl)-1-thioglucitol
C1532485|ibuprofen / oxycodone
C0140591|rilmenidine
C4291320|bezlotoxumab
C0060135|felbamate
C0065858|medifoxamine
C0028735|nylidrin
C3652532|phenylmercuric borate
C0066685|moexipril
C0060183|fenoxazoline
C0068887|nizofenone
C0540694|adefovir dipivoxil
C1869889|amodiaquine, artesunate drug combination
C0041086|trioxsalen
C0031408|pheniramine
C0013360|dyphylline
C2927178|formoterol / mometasone
C0027360|naltrexone
C0031469|phenylephrine
C0038878|suprofen
C4542179|vilanterol, umeclidinium bromide and fluticasone furoate
C0002499|amikacin
C3652739|multienzymes and acid preparations
C0125333|Lanoconazole
C3652624|rhenium (186Re) sulfide colloid
C0857937|Serum gonadotropin
C0068366|naftazone
C0053108|benidipine
C0070203|pectin
C0008168|chloramphenicol
C0002199|Interferon-alpha
C1615657|galsulfase
C0039943|thioridazine
C3652817|ordinary salt combinations and antiflatulents
C0163748|Diosmectite
C3652923|Bisoxatin
C0063739|invert sugar
C5241834|empagliflozin / linagliptin / metformin
C0077015|tribenoside
C3652740|methylnortestosterone and estrogen
C0011134|diethyltoluamide
C0965390|abarelix
C0070325|peppermint oil
C0040108|moxisylyte
C0074750|sodium perborate
C0015505|factor VIIa
C0022478|kininogenase
C3652842|reserpine, combinations
C3539974|Insulins and analogs for injection, intermediate-acting combinations
C0073999|phenyl salicylate
C0053289|benzyl benzoate
C0057605|dexbrompheniramine
C0016301|fluocortolone
C0253563|eptifibatide
C2713595|tecovirimat
C3652580|technetium (99mTc) phytate
C0012547|diphtheria antitoxin
C3535925|alogliptin / pioglitazone
C4059168|ceftolozane and beta-lactamase inhibitor
C3653042|clonidine and diuretics
C3192263|vemurafenib
C0057301|delapril
C0003438|antithrombin III
C0075962|Technetium Tc-99m Mebrofenin
C3539968|Enema combinations
C1562240|Alendronic acid- and cholecalciferol-containing product
C0281666|alitretinoin
C3652454|isopropamide and psycholeptics
C0040221|Tilorone
C0004599|bacitracin
C0754280|flibanserin
C0032949|prednimustine
C3652910|dexamethasone and antiinfectives
C0014695|ergocalciferol
C0015491|factor IX
C0007538|cefadroxil
C0085237|tocainide
C5577414|pravastatin, ezetimibe and fenofibrate
C0051515|aluminum magnesium silicate
C2348186|sequifenadine
C0966666|afelimomab
C2343921|methylnaltrexone bromide
C0059837|pheneturide
C5242093|bempedoic acid / ezetimibe
C4542166|bermekimab
C1541591|omburtamab I-131
C0015056|Ethyl Biscoumacetate
C1630394|ethinyl estradiol / gestodene
C2014108|orphenadrine, combinations
C0770689|MEASLES VIRUS VACCINE,LIVE ATTENUATED
C3653212|chlorzoxazone, combinations excl. psycholeptics
C4301608|carvedilol and ivabradine
C2930041|Ampicillin / Sulbactam
C0005025|benzalkonium
C3540766|various antiseptic throat preparations
C0717761|ethinyl estradiol / levonorgestrel
C0086073|cromolyn
C0024056|loxapine
C0758542|technetium Tc 99m arcitumomab
C3653074|zofenopril and diuretics
C4759131|ibandronic acid and colecalciferol
C0076959|treosulfan
C4765557|dolutegravir / lamivudine
C0019476|hexoprenaline
C3652734|noretynodrel and estrogen
C0008593|chromonar
C0015131|etomidate
C0059873|etoperidone
C0123865|iotrolan
C0878309|Furazidin
C0076843|tosufloxacin
C5783060|paclitaxel and encequidar
C3652463|technetium (99mTc) furifosmin
C3652961|immunoglobulins, normal human, for extravascular adm.
C0055915|clofoctol
C0022003|Ioglycamic Acid
C0771691|magnesium peroxide
C0022252|isosorbide dinitrate
C0000618|mercaptopurine
C0081002|pidotimod
C0069734|oxantel
C0025152|mefenamic acid
C0033059|prenylamine
C5577410|haemophilus influenza B, combinations with meningococcus C,Y, conjugated
C0031448|phentolamine
C0012091|diclofenac
C0117899|fluindione
C0008188|chlordiazepoxide
C4301629|tiazotic acid
C0051086|alaproclate
C0079466|guanfacine
C0023610|gonadorelin
C3652712|simvastatin, acetylsalicylic acid and ramipril
C0358865|Cefuroxime- and metronidazole-containing product
C0297635|rizatriptan
C0030073|oxymorphone
C0301527|potassium gluconate
C0039542|terbutaline
C0057763|dibenzheptropine
C0066078|methallenestril
C0007710|meclofenoxate
C0023870|lithium
C4759130|gemigliptin and rosuvastatin
C2241628|aliskiren / hydrochlorothiazide
C3653217|typhoid, combinations with paratyphi types
C0024476|magnesium hydroxide
C3652867|folic acid, combinations
C3652770|ethisterone and estrogen
C0360564|mometasone
C5432206|drospirenone / estetrol
C3652723|pioglitazone and sitagliptin
C0076823|atomoxetine
C0676831|basiliximab
C4759125|vaginal ring with progestogen
C3653066|syrosingopine and diuretics
C2348593|sulbentine
C0301513|human vaccinia immune globulin
C0009053|collagenase Clostridium histolyticum
C0025678|methotrimeprazine
C0031979|piribedil
C0772289|corticotropin-releasing factor, human
C0002697|inamrinone
C0002158|allylestrenol
C0013085|doxepin
C0022059|iproniazid
C0073076|reproterol
C0055443|chloroprocaine
C0874047|horse chestnut seed
C1827835|Human rubella immunoglobulin
C0012132|zalcitabine
C0039245|tacrine
C0042674|vincamine
C0061863|granisetron
C0065166|lonazolac
C3652545|natural phospholipids
C1173390|liranaftate
C3653276|plastic IUD
C0360174|demecarium
C0038675|sulfadiazine
C0023324|Lentinan
C0068314|valrubicin
C0717411|amlodipine / benazepril
C3653209|quinidine, combinations excl. psycholeptics
C0064311|ketobemidone
C0070591|phenprobamate
C3652786|levonorgestrel and estrogen
C0066165|methoxyphenamine
C2745017|palovarotene
C0008223|chlormezanone
C0015020|amifostine
C3653107|prednisolone, combinations
C0025242|memantine
C0019453|altretamine
C5139834|Dorzagliatin
C0357059|ferrous glycine sulfate
C0039763|theobromine
C3653181|aminophylline, combinations
C3653117|hydrocortisone, combinations
C0071097|pioglitazone
C3652774|dydrogesterone and estrogen
C0378366|desirudin
C0050458|acetophenazine
C3652972|fluocinolone acetonide and antibiotics
C0012050|dibucaine
C0015042|profenamine
C0006359|Buformin
C0075770|docosanol
C3854896|abacavir / dolutegravir / lamivudine
C0717880|lamivudine / zidovudine
C3653141|doxylamine, combinations
C4058848|cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide
C0066005|meropenem
C3653239|penicillins, combinations with other antibacterials
C0018988|hemin
C0072652|pyranoprofen
C3652834|scopolamine, combinations
C5783051|covid-19, viral vector, non-replicating
C0030800|pemoline
C1998239|Lamivudine / Nevirapine / Stavudine
C0020196|hyaluronic acid
C0038687|sulfamethizole
C1948068|belinostat
C0771000|iopydol
C0000956|acenocoumarol
C2698448|nepinalone
C0075523|sulfaperine
C0031634|Phosphocreatine
C3652714|risedronic acid and calcium, sequential
C2723449|FOLIC ACID/IRON/MULTIVITAMINS
C3652688|ferric proteinsuccinylate
C3653000|bevonium and analgesics
C3540798|Food allergenic extracts
C3652955|melitracen and psycholeptics
C3652591|organic nitrates in combination
C0168388|reboxetine
C0048470|argatroban
C0094813|trepibutone
C0015843|fenspiride
C1620287|prasugrel
C0060167|fenethylline
C3652610|phenothrin, combinations
C3653083|pyrimethamine, combinations
C3652619|technetium (99mTc) sulesomab
C0025830|Methylthiouracil
C0064585|lactitol
C2079438|ethambutol / isoniazid / rifampin
C4542171|ivacaftor / tezacaftor
C4519646|abicipar pegol
C0754188|amprenavir
C3652872|fentanyl, combinations
C0082607|fluticasone
C0304977|sodium iodide I123
C2825264|Nalfurafine
C0032535|polymyxin B
C3652555|iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane
C0718043|sacrosidase
C0030480|Paraoxon
C1302002|furosemide / potassium
C0291772|alosetron
C0066673|moclobemide
C0108111|calcium gluceptate
C3181682|cabozantinib
C4059166|emtricitabine / rilpivirine / tenofovir alafenamide
C2317275|technetium (99mTc) microspheres
C0060228|ferric ammonium citrate
C3653163|buprenorphine, combinations
C0069833|oxyphencyclimine
C5139725|pamiparib
C0078264|vinyl ether
C0073983|salsalate
C0051254|aloxiprin
C0063810|iomeprol
C0006699|calcium gluconate
C4535697|ertugliflozin / sitagliptin
C0066803|morniflumate
C0006694|calcium dobesilate
C0065832|mebeverine
C0078569|venlafaxine
C3652669|thiazinam
C0771461|dihexyverine
C0070285|pentaformylgitoxin
C0005059|benzocaine
C0020273|hydroflumethiazide
C3652645|colextran
C0033513|proscillaridin
C4059160|rosuvastatin and valsartan
C1635037|metformin / pioglitazone
C5544276|adagrasib
C0254215|reviparin
C3652531|phosphorous (32P) chromicphosphate colloid
C0009073|clotiazepam
C3652750|lansoprazole, amoxicillin and metronidazole
C0031404|phenformin
C3652495|hepatitis A immunoglobulin
C0378675|cilnidipine
C1998098|panobinostat
C0063433|imolamine
C3653094|trolnitrate, combinations
C0015707|fazadinium bromide
C0657562|enisamium iodide
C0071359|poly ICLC
C0085259|mupirocin
C0164674|pegademase bovine
C0020197|hyaluronidase
C0003596|apomorphine
C4059024|anthrax immune globulin
C0038745|sulfisoxazole
C0038744|sulfisomidine
C3653192|acetylsalicylic acid, combinations excl. psycholeptics
C3652695|ethulose
C2986924|lenvatinib
C0359091|Pork calcitonin
C0007012|carbon dioxide
C3652808|terbutaline, combinations
C3652506|meningococcus A, purified polysaccharides antigen conjugated
C0546882|liothyronine sodium
C4519324|itacitinib
C0058204|dimethophrine
C3653195|phenacetin, combinations excl. psycholeptics
C0054086|idrocilamide
C0650263|guanoxan
C0038722|sulfathiazole
C0039629|tetracaine
C0164398|atosiban
C3652822|streptokinase, combinations
C1831905|eltrombopag
C3652620|selenium (75Se) norcholesterol
C3653075|itramin tosilate, combinations
C0038670|sulfacetamide
C5446328|vutrisiran
C0030082|oxyphenonium
C0005575|biotin
C0025387|meptazinol
C3652436|quinapril and diuretics
C3652859|sodium lauryl sulfoacetate, incl. combinations
C0025386|meprobamate
C0016745|fructose
C0035525|ribavirin
C0050876|adrenalone
C0020264|hydrocodone
C3540761|various other nasal preparations in ATC
C0038676|sulfadimethoxine
C1176020|sunitinib
C0882692|Bacillus anthracis antigen
C3652755|irbesartan and amlodipine
C1311070|trabectedin
C0126367|poly(sodium vinyl sulfonate)
C5421356|lonapegsomatropin
C2717021|moxetumomab pasudotox
C0048250|4-dimethylaminophenol
C0077275|triptorelin
C1952576|metformin / sitagliptin
C0064114|itramin tosylate
C0022176|isoetharine
C0086197|Edetates
C0039286|tamoxifen
C0006639|Ceruletide
C0065295|loracarbef
C0076341|tetrazepam
C0026187|minocycline
C0163272|brivudine
C0076836|toremifene
C0055897|clobutinol
C0068334|nabumetone
C3653025|picodralazine and diuretics
C0043319|xanthinol niacinate
C0055003|cefepime
C0034665|ranitidine
C4082771|Metrizoic Acid
C1571583|dabigatran etexilate
C0059692|ethamivan
C0006971|Carbazilquinone
C3264599|linagliptin / metformin
C0031364|phenacetin
C3652560|potassium hydrogentartrate
C0040846|Tretoquinol
C0753645|gatifloxacin
C0030125|aminosalicylic acid
C4310256|Filgotinib
C0015133|etoposide
C1257385|lonafarnib
C5421138|cipaglucosidase alfa
C0007738|cephradine
C4707396|Technetium (99m-Tc) pentavalent succimer
C0011812|dextroamphetamine
C0965618|roflumilast
C0682919|Sulfur Compounds, Inorganic
C0066796|morclofone
C0066787|moperone
C0069760|oxetorone
C3652781|delapril and manidipine
C4759134|dapagliflozin / metformin / saxagliptin
C0026078|midodrine
C0028277|nomifensine
C0063830|ioxitalamic acid
C0108941|cefroxadine
C0012024|dibekacin
C5227837|rabeprazole, amoxicillin and clarithromycin
C3818757|florbetaben f-18
C0066807|morphazinamide
C0071043|picotamide
C3653203|metamizole sodium, combinations excl. psycholeptics
C0381600|magnesium pidolate
C0014792|Erythrocytes
C0057610|dexpanthenol
C0206461|dalteparin
C0118092|fonazine
C3653129|combinations of tetracyclines
C0037556|sodium tetradecyl sulfate
C0644519|visnadin
C3486460|Feathers (allergen)
C0004234|atracurium
C0060156|fenbufen
C0116074|endralazine
C0008238|chloroform
C0209227|famciclovir
C0011259|Demecolcine
C3652433|camylofin and analgesics
C0002475|mitomycin
C0123931|irinotecan
C0033429|propafenone
C0072159|propamidine
C5139680|Coblopasvir
C3653275|plastic IUD with copper
C0037537|sodium oxybate
C0061323|glimepiride
C0078844|zonisamide
C0146011|tizanidine
C3652798|chlortalidone and potassium-sparing agents
C1722267|pimavanserin
C3652783|lynestrenol and estrogen
C1881274|isobromindione
C0046882|tiratricol
C3652814|oxyfedrine, combinations
C3652880|ephedrine, combinations
C0007665|Centchroman
C0028157|nitrofurazone
C0291140|imiglucerase
C0105668|benzoxonium chloride
C0163091|pyrrobutamine
C0771966|chaste tree preparation
C5418188|belzutifan
C3652780|desogestrel and estrogen
C3653029|moexipril and diuretics
C0525678|rasagiline
C0164386|buclizine
C3653131|combinations of rauwolfia alkoloids, combinations
C0007649|cellulose, oxidized
C3652791|trimegestone and estrogen
C3652562|rauwolfia alkaloids, whole root
C0077497|tulobuterol
C2351398|masitinib
C0027996|niacin
C0041090|tripelennamine
C0008286|chlorpromazine
C0041920|uracil mustard
C0012403|dimethyl sulfoxide
C3886496|Drisapersen
C0054202|budipine
C0038148|Dihydrotestosterone
C0035167|rescinnamine
C0529934|ferristene
C0014563|epinephrine
C1565316|ramelteon
C3653207|salicylamide, combinations excl. psycholeptics
C3653157|dexamethasone, combinations
C5418241|prolgolimab
C3652922|Brucella Ag
C1169997|dexmethylphenidate
C0132326|nevirapine
C0038666|sulbenicillin
C0040377|tolmetin
C3652497|hemoglobin glutamer (bovine)
C2918009|esomeprazole / naproxen
C0031968|pipothiazine
C3652648|yttrium (90Y) ferrihydroxide colloid
C1629516|Ferrous gluconate- and folic acid-containing product
C0013136|droperidol
C3712232|eluxadoline
C0063986|lanatoside C
C3652468|technetium (99mTc) pentetic acid
C0065199|loxoprofen
C3653057|propranolol and thiazides
C3652737|nadolol and thiazides
C2343853|fesoterodine
C0071836|prednicarbate
C0129975|camostat
C0287573|cefditoren
C0065517|magnesium carbonate
C3272698|eliglustat
C2717539|levamlodipine
C0030859|pentagastrin
C0971579|vardenafil
C3653110|hydroxocobalamin, combinations
C1869620|reslizumab
C0041023|trimebutine
C0619323|pivagabine
C3652637|Sabalis serrulatae fructus
C1306772|tiotropium bromide
C4307388|inclisiran
C2713007|ridaforolimus
C1882138|ocrelizumab
C3871450|fabomotizole
C0243237|docusate sodium
C0008803|cinnarizine
C0262967|dihydrostreptomycin
C3539972|Combination solutions for parenteral nutrition
C3871442|empagliflozin / linagliptin
C0022028|iopanoic acid
C1722260|indacaterol
C0022237|isopropyl alcohol
C0015502|factor VII
C1436328|eszopiclone
C0002026|alfentanil
C0006213|bromazepam
C0007545|cefatrizine
C0050436|acetarsol
C0072022|probon
C0078442|epinastine
C0146010|tixocortol
C0075630|sultopride
C2975435|edoxaban
C0027396|naproxen
C3653211|dextropropoxyphene, combinations excl. psycholeptics
C0137996|potassium citrate
C3652985|ampicillin and beta-lactamase inhibitor
C0027368|nandrolone
C3661450|Dexrabeprazole
C0002712|amylase
C0025942|miconazole
C1120106|ertapenem
C3640098|edotreotide gallium ga-68
C0017507|gestrinone
C0544336|benzoate / caffeine
C3536923|Silver Compounds
C0048038|apraclonidine
C3652568|erbium (169Er) citrate colloid
C0040263|tinidazole
C0060933|Gadolinium DTPA
C0038686|sulfamethazine
C0149381|zinc gluconate
C5432213|relugolix, estradiol and norethisterone
C3653002|prednisolone and antibiotics
C0008129|Chiniofon
C3652559|Tidiacic arginine
C0612505|tioclomarol
C0024328|lypressin
C0078049|varicella-zoster immune globulin
C5139666|tebentafusp
C0006976|carbenicillin
C0043479|Zimeldine
C3871451|donepezil, memantine and Ginkgo folium
C0041030|metipranolol
C3653143|docusate sodium, incl. combinations
C0058831|dyclonine
C0025175|megestrol
C3871427|thiocolchicoside, combinations
C0072736|pyrithyldione
C3539970|combination drugs used in erectile dysfunction
C0020352|hetastarch
C0028095|nimorazole
C1831796|pazopanib
C0074551|simfibrate
C0055909|clofibride
C0018242|griseofulvin
C4550368|cenobamate
C3653166|brompheniramine, combinations
C0016229|flecainide
C0071809|pramiracetam
C0017238|Gelatin Sponge, Absorbable
C0065180|loratadine
C0284559|gusperimus
C0033126|primaquine
C2931958|laninamivir
C4759132|isoniazid, sulfamethoxazole, trimethoprim and pyridoxine
C0008736|chymopapain
C3653193|phenprobamate, combinations excl. psycholeptics
C0000477|dalfampridine
C0935989|imatinib
C0032036|pizotyline
C3653028|moxonidine and diuretics
C0010648|cysteamine
C3896936|relugolix
C0108121|calcium lactate
C3652651|iodine (125I) CC49-monoclonal antibody
C5418478|nirsevimab
C0040979|trifluoperazine
C0002372|aluminum hydroxide gel
C0000608|6-aminocaproic acid
C0017592|Glafenine
C4059171|atorvastatin, amlodipine and perindopril
C0378091|roxatidine
C0054270|butriptyline
C0011689|deslanoside
C0000378|droxidopa
C3652784|norgestrel and estrogen
C0031982|pirinitramide
C3653012|timolol, thiazides and other diuretics
C0002260|eflornithine
C0078792|zinc pyrithione
C3653241|organic nitrates in combination with psycholeptics
C4042960|talazoparib
C0006351|bufexamac
C3653142|dodeclonium bromide, combinations
C3653201|paracetamol, combinations excl. psycholeptics
C2348231|spaglumic acid
C0025826|methyltestosterone
C0070313|pentifylline
C1276976|typhoid-hepatitis A
C0031978|pirenzepine
C0039644|tetracycline
C5540068|olanzapine / samidorphan
C0072315|proglumetacin
C1099677|solifenacin
C4059157|valsartan and lercanidipine
C0053618|bioallethrin
C3871466|atorvastatin and acetylsalicylic acid
C3655918|solithromycin
C3652452|omeprazole, amoxicillin and metronidazole
C0015528|factor XIII
C0244821|ropinirole
C2698220|migalastat
C0301418|styramate
C3264621|ivacaftor
C0075632|sumatriptan
C0016295|flunarizine
C0032613|polythiazide
C0145184|terizidone
C3539961|Platelet aggregation inhibitor combinations excl. heparin
C0010980|dapsone
C0961209|nepafenac
C0771535|Calcium lactate gluconate
C5227838|rabeprazole, amoxicillin and metronidazole
C0650638|niperotidine
C3652897|fluocortolone and antibiotics
C0717762|Ethinyl Estradiol / norgestimate
C0104696|aurotioprol
C0008742|chymotrypsin
C3871429|rosuvastatin and amlodipine
C0165703|imidapril
C0008221|chlormethiazole
C0066834|moxestrol
C3652522|selenium (75Se) tauroselcholic acid
C0054249|butobarbital
C0059678|etifoxine
C3653097|promethazine, combinations
C0035661|ritodrine
C0030031|oxolinic acid
C5227827|sodium ferrous citrate
C0524959|iobenguane I-131
C5432207|influenza, virus like particles
C5577409|cefixime and ornidazole
C3652893|fumaric acid derivatives, combinations
C0017887|nitroglycerin
C2347974|ronifibrate
C0075932|technetium Tc 99m disofenin
C3653162|calcipotriol, combinations
C0966370|ximelagatran
C0009011|clonazepam
C3653231|potassium phosphate, incl. combinations with other potassium salts
C0102834|aluminum acetotartrate
C0028126|nitrazepam
C0766326|dronedarone
C0039266|talampicillin
C0007080|carbutamide
C0070895|foscarnet
C5432209|metformin and lobeglitazone
C0023791|thioctic acid
C0068377|nalmefene
C0059849|ethynodiol
C0717670|denileukin diftitox
C0770206|insulin, pork
C3652920|Calcitonin (human synthetic)
C0301499|ferrous carbonate
C0590747|dihydrocodeine and paracetamol
C0537551|pramlintide
C0772321|mangafodipir
C0054667|carbenicillin indanyl
C0037962|spiramycin
C0387288|verteporfin
C0057606|dexchlorpheniramine
C0077388|tropatepine
C0028902|ofloxacin
C0021735|interferon alfa-2b
C0025629|metharbital
C3273719|rolapitant
C0206788|zorubicin
C4317155|Acotiamide
C0021734|interferon alfa-2a
C0066535|miglitol
C5556517|atidarsagene autotemcel
C3653079|isoprenaline, combinations
C0042971|von Willebrand factor
C1453933|telbivudine
C3653038|enalapril and diuretics
C3653198|carbenoxolone, combinations excl. psycholeptics
C3652725|pepsin and acid preparations
C3652887|calcium dobesilate, combinations
C3653244|metamizole sodium, combinations with psycholeptics
C0075432|succinimide
C2981308|Teneligliptin
C0024778|maprotiline
C0053565|bietaserpine
C0066082|methampicillin
C0076772|tobanum
C0002680|ampicillin
C3652931|artesunate, sulfalene and pyrimethamine
C0071099|pipazethate
C0069765|oxiconazole
C0015518|factor X
C0029997|oxazepam
C0052759|azatadine
C0072247|proquazone
C3653257|dextropropoxyphene, combinations with psycholeptics
C3540698|animal allergen extracts
C0126774|magnesium citrate
C0014710|ergotamine
C0139007|prothipendyl
C0058702|dopexamine
C3653124|chlorobutanol, combinations
C2717174|raxibacumab
C3653060|rauwolfia alkaloids, whole root and diuretics
C3700394|ezetimibe / rosuvastatin
C1445578|recombinant human bone morphogenetic protein-2
C0077144|trilostane
C0036637|Semustine
C0056686|cicletanine
C0123902|iprazochrome
C0012191|diethylcarbamazine
C3652731|Amlodipine/ Olmesartan Medoxomil
C3652963|hydrocortisone butyrate and antiseptics
C3652745|mefruside and potassium
C0052427|artemotil
C0002421|ambroxol
C3884837|telotristat
C3652683|ichtasol
C0772394|lepirudin
C4695019|amlodipine / celecoxib
C0050622|ACTH 4-amino-n-butylamide (1-17), Ala(1)-Lys(17)-
C0002371|aluminum hydroxide
C0114875|doxefazepam
C0033215|probucol
C0012203|diethylstilbestrol
C0009010|clomipramine
C0037129|silver nitrate
C0528166|zolmitriptan
C0015058|ethyl chloride
C3653123|chloropyramine, combinations
C4530989|dolutegravir / rilpivirine
C3652561|potassium hydrogencarbonate
C0288165|delavirdine
C0048897|sapropterin
C3653251|gefarnate, combinations with psycholeptics
C4505936|ubrogepant
C3653206|ergotamine, combinations excl. psycholeptics
C3475162|phentermine / topiramate
C0073917|bucillamine
C0076166|tertatolol
C0145185|terlipressin
C0026202|miocamycin
C3652429|carbamide, combinations
C3652857|liquid paraffin, combinations
C5227834|lamivudine, tenofovir disoproxil and dolutegravir
C4519744|difelikefalin
C0206049|pipecuronium bromide
C4301627|propranolol and other combinations
C0027780|netilmicin
C0008290|chlorprothixene
C3652729|otilonium bromide and psycholeptics
C1329978|amlodipine / atorvastatin
C3653136|combinations of different antibiotics
C2928889|Deoxyribonucleases / Plasmin
C2348738|gedocarnil
C4542169|hydromorphone and naloxone
C0382131|neltenexine
C0041942|urea
C0053155|penicillin V benzathine
C1101838|pitavastatin
C4059161|perindopril and bisoprolol
C0072507|proxazole
C0108124|calcium levulinate
C2350948|lorcaserin
C0053097|bendazac
C0141582|saruplase
C0285260|piketoprofen
C0030053|oxyfedrine
C0002164|almitrine
C0175162|thonzylamine
C0246689|repaglinide
C0025876|metyrapone
C0055021|celiprolol
C0080225|thymopentin
C0008929|clemastine
C3652523|samarium (153Sm) hydroxyapatite colloid
C2006101|ascorbic acid and calcium
C0060400|cefixime
C3653062|rescinnamine and diuretics
C0076456|thiocolchicoside
C3653068|theophylline and adrenergics
C0939219|atovaquone / proguanil
C3652909|fludrocortisone and antiinfectives
C3653040|deserpidine and diuretics
C3871436|norfloxacin and tinidazole
C0083256|loperamide oxide
C0064694|lavender oil
C5139845|futibatinib
C0031974|pipradrol
C0391001|peginterferon alfa-2a
C0042839|vitamin A
C5139804|viltolarsen
C0009002|clofibrate
C3652440|chlorothiazide, combinations
C3652517|pneumococcus, purified polysaccharides antigen conjugated
C1667052|maraviroc
C0140594|rimexolone
C0006388|levobunolol
C0543464|potassium aminobenzoate
C3652722|pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated
C3897426|surufatinib
C0033229|prochlorperazine
C0010552|cyclobarbital
C0072176|propicillin
C0055151|cetrimonium
C0257343|tamsulosin
C2356045|metformin / repaglinide
C0007551|cefonicid
C0033743|protriptyline
C3652453|metformin and sulfonylureas
C0070563|phenindamine
C3652538|rabies serum
C0068978|cafedrine
C0010560|cyclofenil
C0022029|iophendylate
C0006403|bupranolol
C0004320|auranofin
C0016296|flunitrazepam
C0379881|trovafloxacin
C3653161|combinations of barbiturates
C2000088|asenapine
C3652789|cyclopenthiazide and potassium
C0026933|mycophenolic acid
C4310440|pretomanid
C0078794|zinc sulfate
C1321948|rose bengal sodium
C0030078|oxyphenbutazone
C0031013|perhexiline
C1113707|dimethicone
C3652575|aluminium preparations
C0039663|dronabinol
C0030438|paraldehyde
C0060591|flurithromycin
C0011276|demeclocycline
C0005740|bleomycin
C0116190|enoximone
C1452002|iclaprim
C2350866|eribulin
C0068699|nicomorphine
C0301503|rabies immune globulin, human
C0001655|corticotropin
C2744790|lobeglitazone
C0026549|morphine
C0010725|citicoline
C0062068|fasudil
C3653160|cyclizine, combinations
C0126174|losartan
C0057515|desaspidin
C3653015|amoxicillin and beta-lactamase inhibitor
C2825599|oxabolone cipionate
C3652777|dipyrocetyl and corticosteroids
C3495432|Anesthetic ether
C0060492|flumedroxone
C0078257|vinorelbine
C3652599|pentaerithrityl
C3652605|tiazofurine
C0053332|benzylthiouracil
C3652874|etidocaine, combinations
C3653041|delapril and diuretics
C0772267|ferric sodium citrate
C0075541|sulfatolamide
C0012344|Diiodotyrosine
C3652434|aminophylline and adrenergics
C1302013|atenolol / nifedipine
C0017845|glutethimide
C0006220|bromhexine
C3652928|benzilone
C0051917|aniracetam
C0040373|tolazoline
C0771957|monoxerutin
C0031935|pimozide
C1120386|micafungin
C2825327|aceneuramic acid
C2064896|zinc protein complex
C0069638|orgotein
C0768119|lanthanum carbonate
C0006378|Bunaftine
C0059424|epicillin
C0056836|cyfluthrin
C0040869|triamterene
C0032414|Poly I-C
C0770121|Digitalis leaf extract
C3653238|pertussis, inactivated, whole cell, combinations with toxoids
C5419280|Sepofarsen
C0037167|sincalide
C0051809|anagrelide
C0001981|alcuronium
C3652675|potassium polysulfide
C0164662|stavudine
C3652807|peginterferon alfa-2a, combinations
C0059752|vinpocetine
C3652759|hydroflumethiazide and potassium
C0009279|colestipol
C0531483|itopride
C4301616|fluoroestradiol (18F)
C0060485|fludiazepam
C0063103|hydroquinidine
C0010137|cortisone
C0064304|ketazolam
C0039902|thioguanine
C0054129|bromopride
C0066332|methylatropine
C0123903|ipriflavone
C3543844|opium derivatives and expectorants
C0673815|naproxen-n-butyl nitrate
C0007241|Carfecillin
C0527316|donepezil
C0027348|nalbuphine
C0002502|amiloride
C1302121|Albuterol-Ipratropium Bromide
C0007558|cefsulodin
C4086265|epacadostat
C0526399|lercanidipine
C0006972|carbazochrome
C0073992|salmeterol
C3652499|other plasma protein fractions
C0662811|tasosartan
C3652439|hydroxyzine, combinations
C3653010|beclometasone and antibiotics
C3652762|haemophilus influenzae B and hepatitis B
C0058762|drotaverin
C3652813|other preparations, combinations
C0008296|chlorzoxazone
C0037135|silymarin
C3653039|dihydralazine and diuretics
C0030895|sodium stibogluconate
C5783047|copper (64Cu) dotatate
C0050521|acetoxolone
C0076805|tolpropamine
C0040162|thyrotropin-releasing hormone
C0026156|mineral oil
C2701863|amlodipine / hydrochlorothiazide / valsartan
C3539955|lung surfactant combinations
C0009026|Clopenthixol
C0021252|indoramin
C3539958|Imidazole and triazole derivative topical antifungal combinations
C0008183|chlorcyclizine
C3652514|pertussis, purified antigen
C0002615|ammonium chloride
C0053076|bekanamycin
C3653221|sulfonamides, combinations with other antibacterials (excl. trimethoprim)
C0031566|phloroglucinol
C0001017|Acetrizoic Acid
C0053116|benphothiamine
C0209210|dolasetron
C0012777|ditazol
C3252090|daclatasvir
C3652752|ketobemidone and antispasmodics
C4300784|atorvastatin, acetylsalicylic acid and perindopril
C0033321|proglumide
C0011786|dexfenfluramine
C0014561|Epimestrol
C0009014|clonidine
C0301409|captodiamine
C0668961|melagatran
C0114872|doxacurium chloride
C0142923|sodium selenite
C0066522|ocriplasmin
C0247194|iloperidone
C0016280|fludrocortisone
C2955629|aliskiren / amlodipine / hydrochlorothiazide
C0007557|cefoxitin
C4518997|sofosbuvir / velpatasvir / voxilaprevir
C0055891|clobazam
C2974521|vorapaxar
C3653006|bopindolol and other diuretics
C3652912|betamethasone and antiinfectives
C3653219|tetanus toxoid, combinations with tetanus immunoglobulin
C0115656|elcatonin
