PostingID|Sponsor|StudyTitle|Disorder|Phase|LinkToSponsorStudyRegistry|LinkToClinicalTrials|drug_cui|drug_names
3168|GSK|A Study to Investigate the Effect of Intranasal GG167 as Nasal Drops and Nasal Spray on Infection in Healthy Volunteers Experimentally Inoculated with Influenza A/Texas/91 (H1N1) Virus|Influenza, Human|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA1004|nan|[C0216660]|[zanamivir]
3169|GSK|A Study to Investigate the Effect of Intranasal GG167 on Infection in Healthy Volunteers Experimentally Inoculated with Influenza B/YAMAGATA/16/88 Virus|Influenza, Human|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=NAIA1005|nan|[C0216660]|[zanamivir]
3215|Astellas|A Phase 2, Double-Blind, Randomized, Placebo and Active-Controlled Dose-Finding Study to Assess the Efficacy, Safety and Tolerability of Multiple Oral Doses of ASP1941 in Subjects with Type 2 Diabetes Mellitus|Diabetes Mellitus, Type 2|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=1941-CL-0004|https://clinicaltrials.gov/ct2/show/NCT01071850|[C3492889]|[ipragliflozin]
3216|Astellas|Phase 2b, Double-Blind, Randomized, Multicenter, Parallel Group, Placebo-Controlled, Dose-Finding Study to Evaluate the Efficacy, Safety and Tolerability of a 12- Week Treatment with ASP1941 in Combination with Metformin in Patients with Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin Alone|Diabetes Mellitus, Type 2|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=1941-CL-0005|https://clinicaltrials.gov/ct2/show/NCT01117584|[C3492889]|[ipragliflozin]
3217|Astellas|Randomized, Open-label, Non-inferiority Study of Micafungin versus Standard Care for the Prevention of Invasive Fungal Infections in High Risk Liver Transplant Recipients.|Invasive Fungal Infections|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=9463-EC-0001|https://clinicaltrials.gov/ct2/show/NCT01058174|[C1120386]|[micafungin]
3218|Astellas|A Phase 3b, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of Caffeine Intake on Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI) in Subjects Administered Regadenoson|Myocardial Perfusion Imaging|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=3606-CL-3002|https://clinicaltrials.gov/ct2/show/NCT00826280|[C1698215]|[regadenoson]
3219|Astellas|A Multicenter, Four Arm, Randomized, Open Label Clinical Study Investigating Optimized Dosing in a Prograf®-/Advagraf®-Based Immunosuppressive Regimen in Kidney Transplant Subjects|Transplantation, Kidney|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=PMR-EC-1210|https://clinicaltrials.gov/ct2/show/NCT00717470|[C0085149]|[tacrolimus]
3220|Astellas|A multicenter, three arm, randomized, open label clinical study to compare renal function in liver transplant recipients receiving an immunosuppressive regimen of Advagraf (immediately or delayed post-transplant) and MMF with or without a Monoclonal Anti-IL2R antibody (Basiliximab)|Transplantation, Liver|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=PMR-EC-1106|https://clinicaltrials.gov/ct2/show/NCT01011205|[C0085149]|[tacrolimus]
3222|GSK|An open, randomised, multi-centre dose-ranging phase II study to evaluate LAPDAP in combination with three different doses of artesunate.|Malaria|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=714703/003|https://clinicaltrials.gov/ct/show/NCT00519467|[C0052432, C0055470, C0010980]|[artesunate, chlorproguanil, dapsone]
3249|GSK|Study to evaluate immunogenicity, safety and reactogenicity of two different immunization regimens against hepatitis B, diphtheria, tetanus, pertussis and Haemophilus influenzae type b (Hib)diseases in healthy infants primed with a birth dose of GSK Biologicals hepatitis B|Diphtheria; Tetanus; Whole Cell Pertussis; Hepatitis B; Haemophilus influenzae type b|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=213501/018|nan|[C0545299, C0305062, C0717973, C0062527, C0062086]|['Immunization, diphtheria-tetanus combined', 'tetanus toxoid vaccine, inactivated', 'pertussis, whole cell', hepatitis B surface antigen vaccine, Haemophilus influenzae type b polysaccharide vaccine]
3250|GSK|Study to assess immunogenicity and reactogenicity of GSK Bio’s quadrivalent diphtheria, tetanus, whole cell Bordetella pertussis, hepatitis B and Haemophilus influenzae type b conjugate vaccines when mixed extemporaneously and given in a single injection to healthy infants|Diphtheria; Tetanus; Whole Cell Pertussis; Hepatitis B; Haemophilus influenzae type b|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=213501/019|nan|[C0545299, C0305062, C0717973, C0062527, C0062086]|['Immunization, diphtheria-tetanus combined', 'tetanus toxoid vaccine, inactivated', 'pertussis, whole cell', hepatitis B surface antigen vaccine, Haemophilus influenzae type b polysaccharide vaccine]
3261|GSK|A randomised, double-blind, placebo-controlled, 3-period cross-over study to evaluate the effect of two doses of GSK2190915 on the allergen-induced early asthmatic response in subjects with mild asthma|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=112356|http://clinicaltrials.gov/show/NCT00812773|[C4550339]|[Fiboflapon]
3262|GSK|A Randomized, Double-Blind, Double-Dummy, Placebo-Controlled, Three-Treatment, Three 6-Week Period Cross-Over, Multi-Center Study to Evaluate the Effect of Adding GSK2190915 300mg as Compared to Adding Montelukast 10mg or Placebo Tablets QD to Fluticasone Propionate/Salmeterol 250/50mcg Diskus BID|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=114387|http://clinicaltrials.gov/show/NCT01248975|[C4550339]|[Fiboflapon]
3263|GSK|Absolute Bioavailability of FP, BDP, and Budesonide following single inhaled 400mcg dose and assay limits of 50pg/mL.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FMS10031|nan|[C0117996]|[fluticasone propionate]
3264|GSK|A 52-week multicentre, randomised, double-blind, double dummy, placebo-controlled parallel group study to compare the efficacy and tolerability of salmeterol/fluticasone propionate combination (SERETIDE/VIANI/ADVAIR) 50/100mcg once daily in the morning with fluticasone propionate (FLIXOTIDE/FLOV ...|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SAS30024|nan|[C0117996, C0073992]|[fluticasone propionate, salmeterol]
3265|GSK|A randomised, double blind, placebo controlled, three-way cross-over study in asymptomatic patients with seasonal allergic rhinitis to compare the effect of 7 days treatment with intranasal salmeterol/fluticasone propionate combination ( 100mcg/200mcg) with 7 days treatment of fluticasone propionate (200mcg) or placebo, on nasal clinical symptoms and nasal blockage following intranasal allergen challenge.|Rhinitis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SNA10001|nan|[C0117996, C0073992]|[fluticasone propionate, salmeterol]
3266|GSK|A single dose, randomized, double-blind, 2-way crossover study to assess the safety, tolerability, pharmacodynamics and pharmacokinetic profile of SERETIDE™ 50/50 compared to concurrent administration of individual FP 50 and SALM 50 inhalers in healthy subjects aged 18 – 55 years.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SAS10020|nan|[C0117996, C0073992]|[fluticasone propionate, salmeterol]
3267|GSK|An Open-label, Randomized, Two-way Balanced Crossover Study to Investigate the Bioavailability of two forms ofGSK1363089 in Subjects with Solid Tumors|Solid Tumours|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=MET111516|http://clinicaltrials.gov/show/NCT00742261|[C2973987]|[Foretinib]
3268|GSK|A Phase 2 Study of the c-Met RTK Inhibitor GSK1363089 (Formerly XL880) in Subjects with Papillary Renal-Cell Carcinoma|Carcinoma, Renal Cell|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=MET111644|http://clinicaltrials.gov/show/NCT00726323|[C2973987]|[Foretinib]
3280|GSK|A randomised, double blind, placebo-controlled, dose-escalating study to evaluate the safety, tolerability, pharmacodynamics and pharmacokinetic profile of single inhaled doses of a new chemical entity in healthy male subjects.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=B2A10001|nan|[C3530051]|[GW597901]
3281|GSK|A multi-centre, randomised, double-blind, placebo controlled, crossover study to examine the efficacy, safety, tolerability and systemic pharmacokinetics of single inhaled dose of a new chemical entity in asthmatic subjects.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=B2A10002|nan|[C3530051]|[GW597901]
3291|GSK|Comparison of the immunogenicity and safety in healthy monozygotic and dizygotic twins, which have been grown up in the same environment, after having receipt three vaccinations (Mths 0-1-6) with the hepatitis A and B combination vaccine TWINRIX™ ADULT|Hepatitis A; Hepatitis B|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=208127/098|nan|[C0593953]|[Twinrix]
3292|GSK|A phase III, open, randomized, multicenter, multicountry study to compare the reactogenicity and evaluate the safety and immunogenicity of GSK Bios’ combined hepatitis A/hepatitis B vac admin according to a 0-6 mth schedule by intramuscular injection versus TWINRIX™ JUNIOR admin in healthy children|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=208127/120|http://clinicaltrials.gov/show/NCT00197184|[C0593953]|[Twinrix]
3294|GSK|A phase III open study to assess the anamnestic response to a single injection of Twinrix vaccine, given approximately 44 months after primary vaccination with combined hepatitis A/ hepatitis B vac, in healthy subjects who have a previously documented seroprotective anti-HBs antibody response|Hepatitis A; Hepatitis B|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=208127/123|nan|[C0593953]|[Twinrix]
3296|GSK|A phase II, open, randomized, multicentric study to evaluate the immunogenicity, reactogenicity and safety of an experimental vaccine to that of Twinrix™ Adult admin following an accelerated schedule (0-7-21 days + 12 mths) in healthy adults aged more than 16 years.|Hepatitis A; Hepatitis B|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=208127/126|nan|[C0593953]|[Twinrix]
3298|GSK|A phase IV open study to assess the persistence of anti-HBs and anti-HAV antibodies in older adults approximately 2 years after a primary 3-dose vaccination course with GlaxoSmithKline Biologicals’ combined hepatitis A/hepatitis B vaccine Twinrix( (720/20).|Hepatitis A; Hepatitis B|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=208127/130|nan|[C0593953]|[Twinrix]
3339|GSK|A randomised, double-blind, placebo-controlled, dose ascending crossover study to assess the safety, tolerability, pharmacodynamics and pharmacokinetics of inhaled GSK159797 delivered by dry powder inhaler in mild to moderate asthmatic subjects|Pulmonary Disease, Chronic Obstructive|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=B2E101312|http://clinicaltrials.gov/show/NCT00354666|[C2698231]|[Milveterol]
3340|GSK|A randomised, double blind, placebo controlled, parallel group study to examine the safety, tolerability, and systemic pharmacokinetic profile of repeated inhaled doses of GSK159797 and COA|Pulmonary Disease, Chronic Obstructive|Phase 1|nan|nan|[C2698231]|[Milveterol]
3341|GSK|A randomised, double blind, placebo controlled, parallel group study to examine the efficacy, safety, tolerability and systemic pharmacokinetic profile of repeated inhaled doses of GSK159797|Pulmonary Disease, Chronic Obstructive|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=100527|nan|[C2698231]|[Milveterol]
3342|GSK|An open labeled, single sequence study to investigate the safety and pharmacokinetics of oral pimozide when co-administered with repeat dosing oral paroxetine 60 mg od in healthy volunteers.|Depressive Disorder|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=29060/877|nan|[C0070122]|[paroxetine]
3343|GSK|A Study of the Maintained Efficacy and Safety of Paroxetine Versus Placebo in the Long-Term Treatment of Posttraumatic Stress Disorder|Post-Traumatic Stress Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/650|nan|[C0070122]|[paroxetine]
3344|GSK|A single dose four-period crossover study to investigate the relative bioavailability of the new paroxetine dispersible tablet (20 mg) compared with a standard paroxetine 20 mg tablet|Depressive Disorder|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=29060/653|nan|[C0070122]|[paroxetine]
3353|GSK|A Phase 1, Double-Blind, Randomized Clinical Study to Assess the Safety, Pharmacokinetics, and Pharmacodynamics of SRT501 in Subjects with Colorectal Cancer and Hepatic Metastases|Neoplasms, Colorectal|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=113221|http://clinicaltrials.gov/show/NCT00920803|[C2002402]|[SRT 501]
3355|GSK|An open-label, randomised, two-period, crossover study to assess the safety, tolerability and pharmacokinetics of the 3 mg STATdose administered two hours after a single IMITREX 100 mg tablet relative to two 6 mg STATdose injections administered one hour apart in healthy volunteers.|Migraine Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SUM20040|nan|[C0075632]|[sumatriptan]
3356|GSK|A Randomized, Double-Blind, Placebo-Controlled, Three Armed fMRI study Comparing Emotion-Induced Brain Activation Patterns Before and After 8 Weeks of Treatment With Placebo, Active Comparator (PAXIL, 20 mg), and a GSK New Chemical Entity (NCE)|Sleep Initiation and Maintenance Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=NKG10006|nan|[C2607417]|[vestipitant]
3357|GSK|An Open Label, Single-Dose, Five-Way Crossover Study Examining Relative Oral Bioavailabilty of Zanamivir With Bioenhancing Excipients Following Direct Release Into Mid-Small Intestine Using Gamma Scintigraphy and the InteliSite Companion Capsule in Healthy Subjects.|Influenza, Human|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=107485|nan|[C0216660]|[zanamivir]
3384|GSK|U0289-402: An Open Label, 8 Week Study to Evaluate the Efficacy and Tolerability of MAXCLARITY II in Subjects with Acne|Acne Vulgaris|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=114551|http://clinicaltrials.gov/show/NCT01706263|[C0005088, C0036079]|[benzoyl peroxide, salicylic acid]
3385|GSK|Phase 1 study of skin irritation|Psoriasis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=114731|nan|[C0065767]|[calcipotriene]
3386|GSK|A Randomized, Double-Blind, Multi-Center Study Comparing the Effects of Carvedilol Modified Release Formulation (COREG MR) and Atenolol in Combination with and Compared to an Angiotensin Converting Enzyme Inhibitor (Lisinopril) on Left Ventricular Mass Regression in Hypertensive Patients with Left Ventricular Hypertrophy (LVH).|Hypertrophy, Left Ventricular|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=COR100216|http://clinicaltrials.gov/show/NCT00108082|[C0054836]|[carvedilol]
3387|GSK|A Randomized, Double-Blind, Multi-Center Study Comparing the Effects of Carvedilol Phosphate Modified Release Formulation (COREG- MR) with Metoprolol Succinate (TOPROL XL) on the Lipid Profile in Normolipidemic, or Mildly Dyslipidemic Hypertensive Patients|Hypertension|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=COR103561|http://clinicaltrials.gov/show/NCT00273052|[C0054836]|[carvedilol]
3388|GSK|A Randomized, Double-blind, Positive-Controlled, Multicenter Study Comparing the Efficacy of Carvedilol Phosphate Modified Release Formulation (COREG MR) and Metoprolol Succinate Extended Release (TOPROL-XL) on the Reduction of Microalbuminuria in Patients with Hypertension and Microalbuminuria|Heart failure, Congestive and Microalbuminuria|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=COR103560|http://clinicaltrials.gov/show/NCT00123903|[C0054836]|[carvedilol]
3390|GSK|A Two-Part, Open-label, Sequential, Double Cohort, Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Rosuvastatin when Co administered with Darapladib in Healthy Adult Subjects|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=115677|http://clinicaltrials.gov/show/NCT01751074|[C2348075]|[darapladib]
3391|GSK|A multi-centre, randomised, double-blind, placebo-controlled, parallel-group study to investigate the effect of the Lp-PLA2 inhibitor SB-480848 (40, 80mg od) on carotid plaque composition in patients with carotid artery disease and planned carotid endarterectomy, stratified for statin use and gender, after 14+/-4 days treatment|Atherosclerosis|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=480848/010|http://clinicaltrials.gov/show/NCT01916720|[C2348075]|[darapladib]
3392|GSK|A Study to Evaluate the Effect of Steady-State New Chemical Entity (NCE) on the Single-Dose Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of Warfarin in Healthy Subjects|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=480848/013|nan|[C2348075]|[darapladib]
3393|GSK|A multicenter, randomized, double-blind, placebo-controlled, parallel-group, dose-ranging study of SB-480848, an oral lipoprotein-associated phospholipase A2 (Lp-PLA2) inhibitor, in subjects with stable coronary heart disease (CHD) or CHD-risk equivalent to examine chronic inhibition of Lp-PLA2, eff|Atherosclerosis|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=LPL104884|http://clinicaltrials.gov/show/NCT00269048|[C2348075]|[darapladib]
3394|GSK|An Open-Label, Non-Randomized, Pharmacokinetic and Safety Study of Multiple Oral Doses of SB-480848 in Healthy Subjects and Subjects with Moderate Hepatic Impairment|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=480848/028|http://clinicaltrials.gov/show/NCT01154114|[C2348075]|[darapladib]
3395|GSK|A phase 2, multi-national, multi-centre, double masked, randomised, placebo controlled, parallel-group study to investigate the safety, tolerability, pharmacokinetics, pharmacodynamics and efficacy of darapladib administered for 3 months to adult subjects with diabetic macular edema with centre involvement|Retinopathy, Diabetic|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=115403|http://clinicaltrials.gov/show/NCT01506895|[C2348075]|[darapladib]
3396|GSK|A Study to Evaluate the Effect of Repeat Oral Doses of SB-480848 on Platelet Function as Compared to Placebo|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101597|nan|[C2348075]|[darapladib]
3397|GSK|A Study to Assess the Effect of Repeat Oral Dosing of Ketoconazole on the Pharmacokinetics of Repeat Oral Dosing of SB-480848|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=105550|nan|[C2348075]|[darapladib]
3398|GSK|Study to Estimate the Dose Proportionality of the Enteric-Coated Freebase Formulation of SB-480848|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=107038|nan|[C2348075]|[darapladib]
3399|GSK|A Dose Rising Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Repeat Oral Doses of the Enteric-Coated Free Base Formulation of SB-480848 in Healthy Adult Subjects|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=107988|nan|[C2348075]|[darapladib]
3400|GSK|A Study to Assess the ADMEand Absolute Bioavailability of SB-480848 in healthy subjects (3C)|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=480848/015|nan|[C2348075]|[darapladib]
3401|GSK|A Study to Evaluate the Effect of Repeat Oral Doses of Darapladib on Cardiac Conduction as Compared to Placebo and a Single Oral Dose of Moxifloxacin|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=SB 480848/035|http://clinicaltrials.gov/show/NCT00411073|[C2348075]|[darapladib]
3402|GSK|A study to evaluate the safety, tolerability, pharmacokinetics and pharmacodynamics of single oral doses of darapladib (SB480848) in healthy Japanese male subjects|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LPL110077|http://clinicaltrials.gov/show/NCT00551317|[C2348075]|[darapladib]
3403|GSK|A randomised, double-blind, placebo-controlled, parallel group, repeat dose study to assess the effect of SB-480848 on overall asthma control in adult subjects with persistent asthma controlled on stable, low-dose, inhaled corticosteroids|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LPL107629|http://clinicaltrials.gov/show/NCT00368576|[C2348075]|[darapladib]
3404|GSK|A Study to Evaluate the Pharmacokinetics of the Enteric-Coated Micronized Free Base Formulation of Darapladib [SB-480848] and its Metabolites in Healthy Volunteers.|Atherosclerosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=LPL112498|http://clinicaltrials.gov/show/NCT00743860|[C2348075]|[darapladib]
3405|GSK|An international, multicenter, randomized, placebo controlled, parallel-group, 1 year treatment, integrated biomarkers and imaging study in subjects with angiographically documented coronary artery disease (CHD) to examine the effects of the novel lipoprotein-associated phospholipase A2 (Lp-PLA2) inhibitor SB-480848 on intermediate cardiovascular endpoints, patient safety and tolerability|Atherosclerosis|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=SB-480848/026|http://clinicaltrials.gov/show/NCT00268996|[C2348075]|[darapladib]
3406|GSK|Study On Bioavailability And Pharmacokinetics Of Various Doses Of Testosterone Administered With And Without Dutasteride|Hypogonadism, Male|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=106218|nan|[C0754659]|[dutasteride]
3407|GSK|An open label, single dose, randomized, three period crossover study to investigate the relative bioavailability of 0.5 mg of dutasteride from soft gelatin capsules (reference) vs. soft gelatin capsules containing two investigational formulations in healthy male volunteers.|Prostatic Hyperplasia|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=103880|nan|[C0754659]|[dutasteride]
3408|GSK|An open label, single dose, randomised, three period crossover study to investigate the relative bioavailability of dutasteride softgel vs. dutasteride tablet and dutasteride softgel vs. dutasteride capsule in healthy male volunteers|Prostatic Hyperplasia|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=ARI19033|nan|[C0754659]|[dutasteride]
3409|GSK|A Randomised, Double-Blind, Placebo-Controlled, Parallel Group Study Investigating the Effects of Either 4 or 6 Weeks Dutasteride 0.5mg Daily on Peri-Operative Bleeding Following Transurethral Resection of the Prostate (TURP) in Subjects with Benign Prostatic Hyperplasia (BPH).|Prostatic Hyperplasia|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=ARI40007|nan|[C0754659]|[dutasteride]
3410|GSK|A randomised, double-blind, placebo-controlled, 5-way cross incomplete block design study to investigate the relative potency of single inhaled doses of a NCE and FP on airway responsiveness to adenosine 5’-monophosphate (AMP) challenge in mild asthmatic patients|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10007|nan|[C1948374]|[fluticasone furoate]
3411|GSK|A randomised, double-blind, placebo-controlled (with rescue medication), multi-centre study to evaluate the efficacy and safety of inhaled fluticasone furoate in the treatment of persistent asthma in adults and adolescents not currently receiving inhaled corticosteroids|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=115283|http://clinicaltrials.gov/show/NCT01436071|[C1948374]|[fluticasone furoate]
3412|GSK|A randomised, double-blind, double-dummy, placebo controlled multi-centre study to evaluate the efficacy and safety of fluticasone furoate inhalation powder and fluticasone propionate inhalation powder in the treatment of asthma in adults and adolescents not currently treated with inhaled corticosteroids|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=115285|http://clinicaltrials.gov/show/NCT01436110|[C1948374]|[fluticasone furoate]
3413|GSK|A randomised, double-blind, placebo-controlled, parallel group, 14 day repeat dose study to investigate the safety, tolerability and PK of once daily inhaled GW685698 with the excipient COA administered via DISKUS in healthy subjects|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10009|nan|[C1948374]|[fluticasone furoate]
3414|GSK|A randomised, double blind, placebo controlled, incomplete block, five-way cross-over study to investigate the effect of one week repeat dosing of a new chemical entity (NCE) and inhaled fluticasone propionate (FP) on twenty-four hour serum cortisol in healthy subjects.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=103096|nan|[C1948374]|[fluticasone furoate]
3415|GSK|A Comparison of Fluticasone Furoate Nasal Spray versus Oral Fexofenadine in the Treatment of Seasonal Allergic Rhinitis|Rhinitis, Allergic, Seasonal|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=FFU109045|http://clinicaltrials.gov/show/NCT00435461|[C1948374]|[fluticasone furoate]
3416|GSK|A part-randomised, single dose, open label, 6-way cross-over study to assess the relative systemic pharmacokinetics and absolute bioavailability of GW685698X and FP (1000mg) administered via Diskhaler® in healthy male subjects|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10003|nan|[C1948374]|[fluticasone furoate]
3417|GSK|A randomised, double-blind, placebo-controlled, six-way cross design study to investigate the effect of single inhaled doses of NCE and fluticasone propionate on airway responsiveness to adenosine 5’-monophosphate challenge in mild asthmatic patients.|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10026|nan|[C1948374]|[fluticasone furoate]
3418|GSK|A randomised, double-blind, double dummy, placebo-controlled, parallel-group study to evaluate the efficacy and safety of GW685698X 100mcg administered once daily either in the morning or the evening and GW685698X 250mcg administered once daily in the evening all administered by inhalation via DISKHALER for 28 days in subjects with persistent bronchial asthma.|Asthma|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=FFA20001|http://clinicaltrials.gov/show/NCT01499446|[C1948374]|[fluticasone furoate]
3419|GSK|An open label, part-randomised, four-way crossover, single and repeat dose study to determine the dose proportionality and absolute bioavailability of fluticasone furoate (FF) when administered as FF inhalation powder from the novel dry powder inhaler in healthy subjects|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=115441|http://clinicaltrials.gov/show/NCT01669070|[C1948374]|[fluticasone furoate]
3420|GSK|A randomised, double-blind, placebo-controlled, dose escalation study to assess the safety, tolerability, pharmacokinetics and pharmacodynamics of single inhaled doses of GW685698X in healthy male subjects|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10001|nan|[C1948374]|[fluticasone furoate]
3421|GSK|A randomised, double-blind, placebo-controlled, parallel group study to investigate the safety and tolerability and systemic pharmacokinetics and pharmacodynamics of repeat doses (500, 1000 and 2000mg) of GW685698X administered once daily for fourteen da|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10002|nan|[C1948374]|[fluticasone furoate]
3422|GSK|A randomised, single dose, open label, 3-way cross-over study to assess the systemic pharmacokinetics of GW685698X (1000mg) administered via Diskhaler with or without charcoal and an intravenous dose (250mg) in healthy male subjects|Asthma|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=FFA10008|nan|[C1948374]|[fluticasone furoate]
3423|GSK|Study FFU108556, A Patient Preference Evaluation Study of Fluticasone Furoate Nasal Spray and FluticasonePropionate Aqueous Nasal Spray in Subjects with Allergic Rhinitis|Rhinitis, Allergic, Perennial|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=FFU108556|http://clinicaltrials.gov/show/NCT00398476|[C1948374]|[fluticasone furoate]
3424|GSK|A randomised, double-blind, double-dummy, parallel group study to evaluate the efficacy and safety of fluticasone furoate/vilanterol trifenatate (FF/VI) inhalation powder delivered once daily compared to fluticasone propionate delivered twice daily in the treatment of asthma in adolescent and adult subjects of Asian ancestry currently treated with high-strength inhaled corticosteroids or mid-strength ICS/LABA combination therapy.|Asthma|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=113714|http://clinicaltrials.gov/show/NCT01498653|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
3425|GSK|A 12-week Study to Evaluate the 24-hour Pulmonary Function Profile of Fluticasone Furoate/Vilanterol (FF/VI) Inhalation Powder 100/25 mcg once daily Compared with Fluticasone Propionate/Salmeterol Inhalation Powder 250/50 mcg twice daily in Subjects with Chronic Obstructive Pulmonary Disease (COPD)|Pulmonary Disease, Chronic Obstructive|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=112352|http://clinicaltrials.gov/show/NCT01323621|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
3426|GSK|A 12-week Study to Evaluate the 24-hour Pulmonary Function Profile of Fluticasone Furoate/Vilanterol (FF/VI) Inhalation Powder 100/25 mcg once daily Compared with Fluticasone Propionate/Salmeterol Inhalation Powder 250/50 mcg twice daily in Subjects with Chronic Obstructive Pulmonary Disease (COPD)|Pulmonary Disease, Chronic Obstructive|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=113109|http://clinicaltrials.gov/show/NCT01323634|[C1948374, C2935023]|[fluticasone furoate, vilanterol]
